Filename_Original;Es_Moto_o_Motocarguero;Tipo_Contenido;Confianza_Global;Identificacion_Repuesto;Componente_Taxonomia;Sistema;SubSistema;Caracteristicas_Observadas;Compatibilidad_Probable_Texto;Compatibilidad_Probable_JSON;Funcion;Nombre_Comercial_Catalogo;Tags_Sugeridos;Notas_Sobre_Textos_Grabados;Necesita_Modelo_Grande
empaque-de-tapa-de-carburador-1.jpg;True;repuesto_moto;0.95;Empaque de tapa de carburador;Empaque;Motor;Carburador;Empaque de goma o caucho negro, forma rectangular con bordes curvos y orificios para tornillos, diseño para sellar tapa de carburador;Motos utilitarias y deportivas con carburador estándar, cilindraje pequeño a mediano;[{'marca': 'GENERICA', 'modelo': 'Motos utilitarias y deportivas con carburador', 'cilindraje': '100-250', 'posicion': 'N/A', 'lado': 'N/A'}];Sella la tapa del carburador para evitar fugas de aire o combustible y asegurar el correcto funcionamiento del motor.;Empaque tapa carburador moto 100-250cc;Empaque, Tapa carburador, Carburador, Motor, Moto utilitaria, Moto deportiva, 100cc, 250cc;No se observan textos grabados visibles en la imagen.;False
empaque-de-tapa-de-carburador.jpg;True;repuesto_moto;0.95;Empaque de tapa de carburador;Empaque;Motor;Carburador;Empaque de goma flexible, forma rectangular con bordes curvos y una pequeña protuberancia en un lado, color negro, sin refuerzos visibles;Motos utilitarias y deportivas con carburador de tamaño pequeño a mediano;[{'marca': 'GENERICA', 'modelo': 'Motos utilitarias y deportivas con carburador pequeño-mediano', 'cilindraje': '100-250', 'posicion': 'N/A', 'lado': 'N/A'}];Este empaque sella la tapa del carburador para evitar fugas de aire o combustible, asegurando un funcionamiento correcto del motor.;Empaque tapa carburador moto 100-250cc;Empaque, Tapa carburador, Carburador, Motor, Moto utilitaria, Moto deportiva, 100cc, 150cc, 250cc;No se observan textos grabados visibles en la pieza.;False
empaque-de-tapa-de-clutch-1.jpg;True;repuesto_moto;0.95;Empaque de tapa de clutch;Empaque;Motor;Embrague;Empaque de goma o caucho con forma irregular adaptada a la tapa del clutch, color negro, flexible, sin partes metálicas visibles;Motos utilitarias y deportivas con tapa de clutch similar, cilindraje variable entre 100cc y 250cc;[{'marca': 'GENERICA', 'modelo': 'Motos utilitarias y deportivas', 'cilindraje': '100-250', 'posicion': 'N/A', 'lado': 'N/A'}];Sella la unión entre la tapa del clutch y el motor para evitar fugas de aceite y proteger el sistema de embrague de contaminantes externos;Empaque tapa clutch moto 100-250cc;Empaque, Junta, Tapa de clutch, Embrague, Motor, Moto utilitaria, 100cc, 125cc, 150cc, 250cc;No se observan textos grabados visibles en la imagen;False
empaque-de-tapa-de-clutch.jpg;True;repuesto_moto;0.95;Empaque de tapa de clutch;Empaque;Motor;Embrague;Empaque de goma o caucho, forma irregular adaptada a tapa de clutch, con un orificio para tornillo o pasador, color negro, flexible;Motos utilitarias y deportivas con tapa de clutch estándar;[{'marca': 'GENERICA', 'modelo': 'Motos utilitarias y deportivas', 'cilindraje': '100-250', 'posicion': 'N/A', 'lado': 'N/A'}];Este empaque sella la tapa del clutch para evitar fugas de aceite y proteger el sistema de embrague de contaminantes externos.;Empaque tapa clutch moto 100-250cc;Empaque, Tapa de clutch, Embrague, Motor, Goma, Moto utilitaria, Moto deportiva;No se observan textos grabados visibles en la imagen.;False
empaque-de-tapa-de-combustible.jpg;True;repuesto_moto;0.95;Empaque de tapa de combustible;Empaque;Combustible;Tapa de tanque de combustible;Empaque circular de goma negra, con borde ondulado para mejor sellado, material flexible y resistente a combustibles;Motos y motocargueros con tapa de combustible estándar, tamaño común;[{'marca': 'GENERICA', 'modelo': 'Motos utilitarias y motocargueros estándar', 'cilindraje': '100-200', 'posicion': 'N/A', 'lado': 'N/A'}];Sella la tapa del tanque de combustible para evitar fugas y entrada de contaminantes;Empaque goma tapa combustible moto;Empaque, Tapa de combustible, Goma, Sello, Moto, Motocarguero;No se observan textos grabados visibles en la imagen;False
empaque-de-tapa-de-punterias.jpg;True;repuesto_moto;0.95;Empaque de tapa de punterías;Empaque;Motor;Tapa de punterías;Empaque de goma o caucho negro, forma irregular adaptada para sellar tapa de punterías, sin partes metálicas visibles;Motos con motor de 4 tiempos que utilizan tapa de punterías con diseño similar;[{'marca': 'GENERICA', 'modelo': 'Motos utilitarias 100-150cc', 'cilindraje': '100-150', 'posicion': 'N/A', 'lado': 'N/A'}];Sella la tapa de punterías para evitar fugas de aceite y mantener la lubricación adecuada del motor;Empaque tapa punterías moto 100-150cc;Empaque, Tapa de punterías, Motor, Goma, Sellado, Moto utilitaria, 100cc, 125cc, 150cc;No se observan textos grabados visibles en la pieza;False
empaque-de-tapa-de-valvulas-1.jpg;True;repuesto_moto;0.9;Empaque de tapa de válvulas;Empaque;Motor;Tapa de válvulas;Material de goma o caucho, forma irregular hexagonal con bordes redondeados, flexible, color negro;Motos utilitarias y estándar con tapa de válvulas de forma similar, cilindradas pequeñas a medianas;[{'marca': 'GENERICA', 'modelo': 'Motos utilitarias 100-150cc', 'cilindraje': '100-150', 'posicion': 'N/A', 'lado': 'N/A'}];Sella la tapa de válvulas para evitar fugas de aceite y mantener la presión interna del motor;Empaque tapa válvulas goma moto 100-150cc;Empaque, Tapa de válvulas, Motor, Goma, Sello, Moto utilitaria, 100cc, 125cc, 150cc;No se observan textos grabados visibles en la imagen;False
empaque-de-tapa-de-valvulas-2.jpg;True;repuesto_moto;0.95;Empaque de tapa de válvulas;Empaque;Motor;Tapa de válvulas;Material de goma o caucho, forma irregular adaptada a contorno de tapa de válvulas, color negro, sin partes metálicas visibles;Motos utilitarias y deportivas con tapa de válvulas de diseño similar, cilindraje pequeño a mediano;[{'marca': 'GENERICA', 'modelo': 'Motos utilitarias y deportivas', 'cilindraje': '100-250', 'posicion': 'N/A', 'lado': 'N/A'}];Sella la tapa de válvulas para evitar fugas de aceite y mantener la presión interna del motor.;Empaque tapa válvulas moto 100-250cc;Empaque, Tapa de válvulas, Motor, Goma, Sello de aceite, Moto utilitaria, 100cc, 125cc, 150cc, 250cc;No se observan textos grabados visibles en la imagen.;False
empaque-de-tapa-de-valvulas-3.jpg;True;repuesto_moto;0.95;Empaque de tapa de válvulas;Empaque;Motor;Tapa de válvulas;Material de goma o caucho, forma rectangular con bordes redondeados y contornos específicos para ajuste, color negro, sin piezas metálicas visibles;Motos utilitarias y deportivas con motor pequeño a mediano, generalmente 100-250cc, para sellar tapa de válvulas;[{'marca': 'GENERICA', 'modelo': 'Motos utilitarias y deportivas', 'cilindraje': '100-250', 'posicion': 'N/A', 'lado': 'N/A'}];Sella la tapa de válvulas del motor para evitar fugas de aceite y mantener la presión interna adecuada;Empaque tapa válvulas moto 100-250cc;Empaque, Tapa de válvulas, Motor, Goma, Sellado, Moto utilitaria, 100cc, 125cc, 150cc, 250cc;No se observan textos grabados visibles en la pieza;False
empaque-de-tapa-de-valvulas-4.jpg;True;repuesto_moto;0.95;Empaque de tapa de válvulas;Empaque;Motor;Tapa de válvulas;Empaque de goma o caucho, forma irregular adaptada para sellar tapa de válvulas, color negro, sin refuerzos metálicos visibles;Motos utilitarias y deportivas con tapa de válvulas similar en tamaño y forma;[{'marca': 'GENERICA', 'modelo': 'Motos utilitarias 100-150cc', 'cilindraje': '100-150', 'posicion': 'N/A', 'lado': 'N/A'}];Sella la tapa de válvulas para evitar fugas de aceite y mantener la presión interna del motor;Empaque tapa válvulas goma moto 100-150cc;Empaque, Tapa de válvulas, Motor, Goma, Sellado, Moto 100cc, Moto 150cc;No se observan textos grabados visibles en la pieza;False
empaque-de-tapa-de-valvulas-5.jpg;True;repuesto_moto;0.95;Empaque de tapa de válvulas;Empaque;Motor;Tapa de válvulas;Material de goma o caucho, forma irregular con un orificio circular, flexible, color negro;Motos utilitarias y deportivas con motor de 4 tiempos, compatible con tapas de válvulas estándar;[{'marca': 'GENERICA', 'modelo': 'Motos utilitarias y deportivas 4 tiempos', 'cilindraje': '100-250', 'posicion': 'N/A', 'lado': 'N/A'}];Sella la tapa de válvulas para evitar fugas de aceite y mantener la presión interna del motor;Empaque tapa válvulas goma moto 100-250cc;Empaque, Tapa de válvulas, Motor, Goma, Moto 4 tiempos, 100cc, 125cc, 150cc, 200cc, 250cc;No se observan textos grabados visibles en la imagen;False
empaque-de-tapa-de-valvulas-6.jpg;True;repuesto_moto;0.95;Empaque de tapa de válvulas;Empaque;Motor;Tapa de válvulas;Material de goma o caucho, forma irregular adaptada a la tapa de válvulas, color negro, sin refuerzos metálicos visibles;Motos utilitarias y deportivas con motor de 4 tiempos, cilindradas entre 100cc y 250cc;[{'marca': 'GENERICA', 'modelo': 'Motos utilitarias y deportivas', 'cilindraje': '100-250', 'posicion': 'N/A', 'lado': 'N/A'}];Sella la unión entre la tapa de válvulas y el motor para evitar fugas de aceite y mantener la presión interna adecuada.;Empaque tapa válvulas moto 100-250cc;Empaque, Tapa de válvulas, Motor, Goma, Sello, Moto 4 tiempos, 100cc, 250cc;No se observan textos grabados visibles en la imagen.;False
empaque-de-tapa-de-valvulas-7.jpg;True;repuesto_moto;0.95;Empaque de tapa de válvulas;Empaque;Motor;Tapa de válvulas;Material de goma o caucho flexible, forma irregular adaptada para sellar tapa de válvulas, color negro, sin partes metálicas visibles;Motos utilitarias y deportivas con motor de 4 tiempos, compatible con tapas de válvulas de tamaño medio;[{'marca': 'GENERICA', 'modelo': 'Motos utilitarias y deportivas 4 tiempos', 'cilindraje': '100-250', 'posicion': 'N/A', 'lado': 'N/A'}];Sella la unión entre la tapa de válvulas y el motor para evitar fugas de aceite y mantener la presión interna adecuada.;Empaque tapa de válvulas moto 100-250cc;Empaque, Tapa de válvulas, Motor, Goma, Sellado, Moto 4 tiempos, 100cc, 125cc, 150cc, 250cc;No se observan textos grabados visibles en la imagen.;False
empaque-de-tapa-de-valvulas.jpg;True;repuesto_moto;0.95;Empaque de tapa de válvulas;Empaque;Motor;Tapa de válvulas;Material de goma o caucho negro, forma irregular adaptada para sellar tapa de válvulas, sin partes metálicas visibles;Motos utilitarias y deportivas con motor de 4 tiempos, cilindradas pequeñas a medianas;[{'marca': 'GENERICA', 'modelo': 'Motos utilitarias y deportivas 100-250cc', 'cilindraje': '100-250', 'posicion': 'N/A', 'lado': 'N/A'}];Sella la tapa de válvulas para evitar fugas de aceite y mantener la presión interna del motor;Empaque tapa válvulas goma moto 100-250cc;Empaque, Tapa de válvulas, Motor, Goma, Sellado, Moto utilitaria, 100cc, 250cc;No se observan textos grabados visibles en la pieza;False
empaque-de-tazon-de-carburador-bws-125.jpg;True;repuesto_moto;0.95;Empaque de tazón de carburador;Empaque;Motor;Carburador;Empaque de goma o caucho con forma irregular para sellar el tazón del carburador, color negro, con orificios para ajuste y paso de líquidos;Compatible con motos tipo scooter o utilitarias, especialmente Yamaha BWS 125 y modelos similares de 125cc;[{'marca': 'Yamaha', 'modelo': 'BWS 125', 'cilindraje': '125', 'posicion': 'N/A', 'lado': 'N/A'}];Sella la unión entre el tazón y el cuerpo del carburador para evitar fugas de combustible y mantener la presión adecuada dentro del carburador.;Empaque tazón carburador moto 125cc;Empaque, Carburador, Tazón carburador, Moto 125cc, Yamaha BWS, Repuesto motor;No se observan textos grabados visibles en la imagen.;False
empaque-taza-carburador-c100-wave.jpg;True;repuesto_moto;0.95;Empaque de taza de carburador;Empaque;Combustible;Carburador;Empaque de goma o caucho, forma circular con una pequeña extensión para ajuste o fijación, color negro, flexible;Motos tipo Honda C100, Wave y similares con carburador de taza;[{'marca': 'GENERICA', 'modelo': 'Motos utilitarias tipo C100, Wave', 'cilindraje': '100-125', 'posicion': 'N/A', 'lado': 'N/A'}];Sella la unión entre la taza y el cuerpo del carburador para evitar fugas de combustible y mantener la presión adecuada dentro del carburador.;Empaque taza carburador moto 100-125cc;Empaque, Carburador, Taza carburador, Moto utilitaria, 100cc, 125cc, Repuesto moto;No se observan textos grabados visibles en la pieza.;False
empaquetadura-tapa-de-clutch.jpg;True;repuesto_moto;0.95;Empaquetadura para tapa de clutch;Empaquetadura;Motor;Tapa de clutch;Material de goma o caucho, forma irregular adaptada para sellar tapa de clutch, color negro, sin piezas metálicas visibles;Motos utilitarias y deportivas con tapa de clutch similar en tamaño y forma;[{'marca': 'GENERICA', 'modelo': 'Motos utilitarias y deportivas', 'cilindraje': '100-250', 'posicion': 'N/A', 'lado': 'N/A'}];Sella la tapa del clutch para evitar fugas de aceite y mantener la presión interna del motor;Empaquetadura tapa clutch moto 100-250cc;Empaquetadura, Tapa de clutch, Motor, Sellado, Goma, Moto utilitaria, Moto deportiva;No se observan textos grabados visibles en la imagen;False
en-acero-inoxidable.jpg;True;repuesto_moto;0.75;Soporte metálico para accesorio o componente;Soporte;Accesorios;Soporte para accesorio;Metal inoxidable, forma alargada con doble curvatura, un extremo con orificio para tornillo, otro extremo con abertura rectangular;Soporte universal para accesorios en motos o motocargueros, adaptable a diferentes modelos;[{'marca': 'GENERICA', 'modelo': 'Motos y motocargueros varios modelos', 'cilindraje': 'desconocido', 'posicion': 'N/A', 'lado': 'N/A'}];Sirve para sujetar o montar accesorios o componentes en la estructura de la moto o motocarguero, proporcionando un punto fijo y estable.;Soporte metálico universal para accesorios moto;Soporte, Accesorios, Metal inoxidable, Universal, Moto, Motocarguero;No se observan textos grabados visibles en la pieza;False
engranaje.jpg;True;repuesto_moto;0.85;Engranaje de arranque;Engranaje;Motor;Arranque;Dos ruedas dentadas de diferente tamaño unidas, material metálico, engranaje pequeño con buje de bronce, acabado metálico, dientes definidos;Motos utilitarias y motocicletas pequeñas con sistema de arranque eléctrico;[{'marca': 'GENERICA', 'modelo': 'Motos utilitarias 100-150cc', 'cilindraje': '100-150', 'posicion': 'N/A', 'lado': 'N/A'}];Transfiere el movimiento del motor de arranque al motor para iniciar el encendido de la motocicleta.;Engranaje arranque moto 100-150cc;Engranaje, Arranque, Motor, Moto utilitaria, 100cc, 125cc, 150cc;No se observan textos grabados visibles en la imagen.;False
escape-akrapovic-con-doble-salida-y-punta-de-carbono.jpg;True;repuesto_moto;0.95;Silenciador de escape con doble salida y punta de carbono;Escape;Escape;Silenciador;Cuerpo principal en metal rojo, doble salida de escape, punta en acabado carbono, abrazaderas metálicas visibles, forma cónica alargada;Motos deportivas o de calle con sistema de escape compatible para silenciadores universales o específicos con doble salida;[{'marca': 'GENERICA', 'modelo': 'Motos deportivas o naked', 'cilindraje': '150-600', 'posicion': 'Trasero', 'lado': 'N/A'}];Reduce el ruido del motor y controla la salida de gases de escape, mejorando el rendimiento y el sonido de la motocicleta.;Silenciador escape doble salida con punta carbono;Escape, Silenciador, Doble salida, Punta carbono, Moto deportiva, Silenciador universal;No se observan textos grabados visibles en la imagen para identificación adicional.;False
escape-de-moto.jpg;True;repuesto_moto;0.9;Escape o silenciador de motocicleta;Escape;Escape;Silenciador trasero;Cuerpo cilíndrico alargado, color negro mate, con varias perforaciones visibles, material metálico con recubrimiento, diseño para disipar gases de escape;Motos tipo scooter o utilitarias de baja cilindrada, posiblemente 100-125cc;[{'marca': 'GENERICA', 'modelo': 'Scooter o moto utilitaria', 'cilindraje': '100-125', 'posicion': 'Trasero', 'lado': 'Derecho'}];Este componente canaliza y reduce el ruido de los gases de escape del motor, además de dirigirlos fuera de la motocicleta para evitar acumulación de gases y mejorar el rendimiento.;Escape trasero scooter 100-125cc;Escape, Silenciador, Moto scooter, 100cc, 125cc, Repuesto moto, Escape trasero;No se observan textos grabados visibles en la imagen para análisis adicional.;False
escape.jpg;True;repuesto_moto;0.95;Silenciador o escape trasero;Escape;Escape;Silenciador trasero;Cuerpo cilíndrico con acabado en negro mate y detalles en fibra de carbono, salida circular metálica interna, montaje con soporte metálico visible, diseño compacto;Motos deportivas o utilitarias de cilindrada media a alta con escape trasero estándar;[{'marca': 'GENERICA', 'modelo': 'Motos deportivas o utilitarias 150-250cc', 'cilindraje': '150-250', 'posicion': 'Trasero', 'lado': 'Derecho'}];El silenciador reduce el ruido producido por los gases de escape del motor y ayuda a controlar la emisión de gases, mejorando el rendimiento y la experiencia de conducción.;Silenciador escape trasero moto 150-250cc;Escape, Silenciador, Moto deportiva, Moto utilitaria, 150cc, 250cc, Escape trasero;No se observan textos grabados visibles en la imagen.;False
eslabon-de-cadena-de-motocicleta.jpg;True;repuesto_moto;0.95;Eslabón de cadena de transmisión;Cadena de transmisión;Transmisión;Cadena de transmisión;Metal, forma rectangular con dos placas laterales y pasadores, acabado metálico, pieza única para unión de cadena;Cadenas de transmisión para motos y motocargueros de uso general, tamaños estándar;[{'marca': 'GENERICA', 'modelo': 'Motos utilitarias y motocargueros', 'cilindraje': '100-150', 'posicion': 'N/A', 'lado': 'N/A'}];Permite unir los eslabones de la cadena de transmisión para transmitir movimiento desde el motor a la rueda trasera.;Eslabón de cadena para moto 100-150cc;Cadena, Eslabón, Transmisión, Moto, Motocarguero, Repuesto, Unión de cadena;No se observan textos grabados visibles en la imagen;False
eslabon-de-cadena.jpg;True;repuesto_moto;0.9;Eslabón de cadena para transmisión;Cadena de transmisión;Transmisión;Cadena y eslabones;Piezas metálicas pequeñas, eslabones de cadena, color metálico, empaquetados en frasco plástico con tapa roja;Cadenas de transmisión para motos utilitarias y deportivas de cilindraje pequeño a mediano;[{'marca': 'GENERICA', 'modelo': 'Motos utilitarias y deportivas', 'cilindraje': '100-250', 'posicion': 'N/A', 'lado': 'N/A'}];Permite la unión y extensión de la cadena de transmisión para transferir movimiento desde el motor a la rueda trasera.;Eslabón de cadena para moto 100-250cc;Transmisión, Cadena, Eslabón de cadena, Moto utilitaria, Moto deportiva, 100cc, 250cc;No se observan textos grabados visibles en la imagen debido al empaquetado y tamaño de las piezas.;False
eslabon-de-cierre-de-cadena.jpg;True;repuesto_moto;0.95;Eslabón de cierre para cadena de transmisión;Eslabón de cadena;Transmisión;Cadena de transmisión;Metal, forma rectangular con pasadores y placa de cierre, acabado metálico oscuro, pieza pequeña y robusta;Cadenas de transmisión para motos y motocargueros de uso general, tamaños comunes de cadena;[{'marca': 'GENERICA', 'modelo': 'Motos y motocargueros utilitarios', 'cilindraje': '100-150', 'posicion': 'N/A', 'lado': 'N/A'}];Permite cerrar y asegurar la cadena de transmisión para que funcione correctamente y transmita el movimiento del motor a la rueda trasera.;Eslabón de cierre para cadena moto 100-150cc;Transmisión, Cadena, Eslabón de cierre, Moto utilitaria, Motocarguero, 100cc, 125cc, 150cc;No se observan textos grabados visibles en la imagen para identificación adicional.;False
eslabon-de-union-de-cadena-428h.jpg;True;repuesto_moto;0.95;Eslabón de unión para cadena de transmisión;Cadena de transmisión;Transmisión;Cadena y eslabones;Metal, dos placas laterales, pasador central, diseño para encajar en cadena tipo 428H;Cadenas de transmisión para motos utilitarias y deportivas con paso 428H;[{'marca': 'GENERICA', 'modelo': 'Motos utilitarias y deportivas', 'cilindraje': '100-250', 'posicion': 'N/A', 'lado': 'N/A'}];Permite unir o reparar la cadena de transmisión de la moto, asegurando la continuidad del movimiento desde el motor a la rueda trasera.;Eslabón de unión para cadena 428H;Cadena, Eslabón de unión, Transmisión, Moto utilitaria, Reparación cadena, 428H;Se observa grabado '428H' en el metal, indicando el tipo de cadena compatible.;False
eslabon-de-union-de-cadena.jpg;True;repuesto_moto;0.95;Eslabón de unión para cadena de transmisión;Cadena de transmisión;Transmisión;Cadena y accesorios;Metal, dos placas laterales unidas por pasadores, diseño para encajar en cadena de moto, color oscuro metálico;Cadenas de transmisión para motos y motocargueros de uso general, cilindraje pequeño a mediano;[{'marca': 'GENERICA', 'modelo': 'Motos y motocargueros utilitarios', 'cilindraje': '100-150', 'posicion': 'N/A', 'lado': 'N/A'}];Permite unir o reparar la cadena de transmisión que transmite el movimiento del motor a la rueda trasera, asegurando continuidad y resistencia.;Eslabón de unión para cadena moto 100-150cc;Cadena, Eslabón de unión, Transmisión, Moto utilitaria, Repuesto moto, Motocarguero;No se observan textos grabados visibles en la imagen.;False
eslabon-maestro-de-cadena-1-1.jpg;True;repuesto_moto;0.95;Eslabón maestro de cadena de transmisión;Cadena de transmisión;Transmisión;Cadena de transmisión;Metal, forma rectangular con pasadores y placas laterales, diseño para ensamblar o separar cadena fácilmente, acabado metálico oscuro;Cadenas de transmisión para motos utilitarias y deportivas de cilindraje pequeño a mediano;[{'marca': 'GENERICA', 'modelo': 'Motos utilitarias y deportivas', 'cilindraje': '100-250', 'posicion': 'N/A', 'lado': 'N/A'}];Permite conectar o desconectar segmentos de la cadena de transmisión para facilitar su instalación o mantenimiento en la moto.;Eslabón maestro para cadena de moto 100-250cc;Transmisión, Cadena de transmisión, Eslabón maestro, Moto utilitaria, Moto deportiva, 100cc, 250cc;No se observan textos grabados visibles en la imagen.;False
eslabon-maestro-de-cadena-1.jpg;True;repuesto_moto;0.95;Eslabón maestro de cadena de transmisión;Cadena de transmisión;Transmisión;Cadena de transmisión;Pieza metálica, forma rectangular con dos orificios para pasadores, acabado en metal oscuro, diseño para encajar en cadena de transmisión;Cadenas de transmisión para motos y motocargueros de uso general, cilindraje pequeño a mediano;[{'marca': 'GENERICA', 'modelo': 'Motos y motocargueros utilitarios', 'cilindraje': '100-200', 'posicion': 'N/A', 'lado': 'N/A'}];Permite unir o reparar la cadena de transmisión de la moto o motocarguero, facilitando su montaje o mantenimiento sin necesidad de cambiar toda la cadena.;Eslabón maestro para cadena de moto 100-200cc;Cadena, Eslabón maestro, Transmisión, Moto, Motocarguero, Repuesto cadena;No se observan textos grabados visibles en la imagen.;False
eslabon-maestro-de-cadena-428h.jpg;True;repuesto_moto;0.95;Eslabón maestro para cadena de transmisión;Cadena de transmisión;Transmisión;Cadena de transmisión;Pieza metálica pequeña, forma rectangular con pasadores y placas, color negro, diseño para encajar en cadena tipo 428H;Cadenas de transmisión tipo 428H para motos utilitarias y deportivas de cilindraje medio;[{'marca': 'GENERICA', 'modelo': 'Motos utilitarias y deportivas', 'cilindraje': '100-250', 'posicion': 'N/A', 'lado': 'N/A'}];Permite conectar y asegurar los extremos de la cadena de transmisión para que funcione correctamente y transmita el movimiento del motor a la rueda trasera.;Eslabón maestro cadena 428H moto;Transmisión, Cadena, Eslabón maestro, Cadena 428H, Moto utilitaria, Moto deportiva;Se observa grabado '428H' en la pieza, indicando el tipo de cadena compatible.;False
eslabon-maestro-de-cadena.jpg;True;repuesto_moto;0.95;Eslabón maestro de cadena de transmisión;Cadena de transmisión;Transmisión;Cadena de transmisión;Metal, piezas articuladas, incluye pasador y clip de retención, acabado metálico oscuro, forma rectangular con orificios para encaje;Cadenas de transmisión para motos y motocargueros de uso general, tamaños comunes de cadena 420, 428, 520;[{'marca': 'GENERICA', 'modelo': 'Motos y motocargueros utilitarios', 'cilindraje': '100-250', 'posicion': 'N/A', 'lado': 'N/A'}];Permite unir y asegurar los extremos de la cadena de transmisión para que funcione correctamente y transmita el movimiento del motor a la rueda trasera.;Eslabón maestro para cadena de moto;Transmisión, Cadena de transmisión, Eslabón maestro, Moto utilitaria, Motocarguero, Repuesto cadena;No se observan textos grabados visibles en la imagen.;False
esparrago-de-llanta.jpg;True;repuesto_moto;0.9;Espárrago de llanta;Espárrago;Ruedas;Llanta;Metal cromado, roscado en un extremo, cabeza hexagonal para ajuste con llave, forma cilíndrica alargada;Motos y motocargueros con llantas que usan espárragos para fijación de neumáticos;[{'marca': 'GENERICA', 'modelo': 'Motos utilitarias y motocargueros estándar', 'cilindraje': '100-200', 'posicion': 'N/A', 'lado': 'N/A'}];Sirve para fijar el neumático a la llanta, asegurando que el neumático quede bien sujeto y centrado en la rueda.;Espárrago para llanta moto y motocarguero;Ruedas, Espárrago, Llanta, Fijación de neumático, Moto, Motocarguero;No se observan textos grabados visibles en la pieza;False
esparrago-de-rueda-1.jpg;True;repuesto_moto;0.85;Espárrago de rueda;Espárrago;Suspensión;Fijación de rueda;Dos piezas metálicas cilíndricas con rosca interna, cabeza hexagonal para llave, acabado metálico dorado, diseño para ajuste y fijación de rueda;Motos y motocargueros con sistema de fijación de rueda mediante espárragos roscados;[{'marca': 'GENERICA', 'modelo': 'Motos utilitarias y motocargueros estándar', 'cilindraje': '100-200', 'posicion': 'Rueda delantera o trasera', 'lado': 'N/A'}];Permite fijar la rueda al eje o buje mediante rosca, asegurando la estabilidad y seguridad durante el movimiento de la moto o motocarguero.;Espárrago de rueda metálico para moto;Espárrago, Rueda, Fijación, Suspensión, Moto, Motocarguero, Repuesto metálico;No se observan textos grabados visibles en la imagen para análisis adicional.;False
esparrago-de-rueda.jpg;True;repuesto_moto;0.85;Espárrago de rueda;Espárrago;Suspensión;Rueda;Metal, forma cilíndrica con rosca en un extremo y cabeza hexagonal para ajuste con tuerca, acabado metálico brillante;Motos y motocargueros con ruedas que usan espárragos para fijación de llantas;[{'marca': 'GENERICA', 'modelo': 'Motos utilitarias y motocargueros', 'cilindraje': '100-200', 'posicion': 'Rueda delantera o trasera', 'lado': 'N/A'}];El espárrago de rueda sirve para sujetar la llanta a la horquilla o eje de la moto, asegurando que la rueda quede fija y segura durante la marcha.;Espárrago de rueda moto 100-200cc;Espárrago, Rueda, Suspensión, Moto utilitaria, Motocarguero, Fijación de rueda;No se observan textos grabados visibles en la imagen;False
esparragos-de-culata.jpg;True;repuesto_moto;0.9;Espárragos de culata;Tornillería de motor;Motor;Culata;Dos espárragos metálicos, roscados en un extremo, con cabeza hexagonal para ajuste con herramienta, acabado metálico sin recubrimiento visible;Motos y motocargueros con motor de pequeña a mediana cilindrada que utilizan espárragos para fijar la culata;[{'marca': 'GENERICA', 'modelo': 'Motos utilitarias y motocargueros comunes', 'cilindraje': '100-200', 'posicion': 'N/A', 'lado': 'N/A'}];Los espárragos de culata sirven para fijar firmemente la culata al bloque del motor, asegurando la estanqueidad y la correcta compresión interna del motor.;Espárragos de culata para moto 100-200cc;Motor, Culata, Espárragos, Tornillería, Fijación culata, Moto utilitaria, Motocarguero;No se observan textos grabados visibles en la imagen;False
espejo-dr-200-base-y-pata-metalica.jpg;True;repuesto_moto;0.95;Espejo retrovisor lateral para motocicleta;Espejo retrovisor;Accesorios;Espejo lateral;Espejo con base y brazo metálico, acabado negro mate, cristal rectangular, tornillo para fijación visible;Motocicletas tipo utilitaria o estándar, posiblemente modelo DR 200 o similar;[{'marca': 'GENERICA', 'modelo': 'Motocicletas utilitarias 150-250cc', 'cilindraje': '150-250', 'posicion': 'Ambos', 'lado': 'N/A'}];Permite al conductor ver el tráfico y objetos detrás de la motocicleta para mayor seguridad al conducir.;Espejo retrovisor lateral moto 150-250cc;Espejo, Retrovisor, Moto, Accesorios, Seguridad, Base metálica, Brazo metálico;No se observan textos grabados visibles en la imagen.;False
espejo-honda-xr-150.jpg;True;repuesto_moto;0.95;Espejo retrovisor lateral para motocicleta;Espejo retrovisor;Accesorios;Espejo lateral;Par de espejos ovalados con marco negro, brazo metálico delgado y acabado mate, con rosca para fijación en manillar, diseño universal para motos tipo off-road o utilitarias;Motos tipo Honda XR 150 y similares, utilitarias y off-road de 150cc con rosca estándar para espejos;[{'marca': 'Honda', 'modelo': 'XR 150', 'cilindraje': '150', 'posicion': 'Ambos', 'lado': 'Izquierdo y Derecho'}, {'marca': 'GENERICA', 'modelo': 'Motos utilitarias y off-road 125-160cc', 'cilindraje': '125-160', 'posicion': 'Ambos', 'lado': 'Izquierdo y Derecho'}];Permite al conductor ver el tráfico y objetos detrás de la motocicleta para mayor seguridad durante la conducción.;Par espejos retrovisores moto 150cc;Espejo retrovisor, Espejo moto, Accesorios moto, Honda XR 150, Moto 150cc, Retrovisor lateral;No se observan textos grabados visibles en la imagen.;False
