Filename_Original;Es_Moto_o_Motocarguero;Tipo_Contenido;Confianza_Global;Identificacion_Repuesto;Componente_Taxonomia;Sistema;SubSistema;Caracteristicas_Observadas;Compatibilidad_Probable_Texto;Compatibilidad_Probable_JSON;Funcion;Nombre_Comercial_Catalogo;Tags_Sugeridos;Notas_Sobre_Textos_Grabados;Necesita_Modelo_Grande
bombillo-led-base-bayoneta.jpg;True;repuesto_moto;0.9;bombillo-led-base-bayoneta;bombillo-led-base-bayoneta;General;;;;[];;bombillo-led-base-bayoneta;;;False
bombillo-led-bayoneta-rojo.jpg;True;repuesto_moto;0.95;Luz LED trasera;Iluminación;Eléctrico;Luces;Luz LED de color rojo con conector;Variedad de modelos de motos;[];Proveer iluminación trasera;Luz LED trasera;luz, LED, trasera;Ninguno visible;False
bombillo-led-bayoneta.jpg;True;repuesto_moto;0.9;bombillo-led-bayoneta;bombillo-led-bayoneta;General;;;;[];;bombillo-led-bayoneta;;;False
bombillo-led-de-stop-base-roja.jpg;True;repuesto_moto;0.95;Luz LED indicadora;Sistema de iluminación;Eléctrico;Iluminación;Carcasa metálica con una cubierta de plástico rojo;Universal para varias motos;[];Proporciona iluminación o señalización;Luz LED indicadora;LED, iluminación, luz indicadora;Ningún código visible;False
bombillo-led-direccional-1156.jpg;True;repuesto_moto;0.9;bombillo-led-direccional-1156;bombillo-led-direccional-1156;General;;;;[];;bombillo-led-direccional-1156;;;False
bombillo-led-direccional-ambar.jpg;True;repuesto_moto;0.95;Bombilla LED para motocicleta;Bombilla;Iluminación;Luces;Bombilla LED con múltiples diodos emisores de luz, base metálica;Motos de marcas genéricas que utilizan bombillas con este tipo de base;[];Proveer iluminación;Bombilla LED para motocicleta;LED, bombilla, iluminación;No se observan códigos visibles;False
bombillo-led-direccional.jpg;True;repuesto_moto;0.95;Bombilla LED BA9S;Iluminación;Eléctrico;Iluminación;Bombilla pequeña tipo LED con base metálica;Universal para motos que usen bombillas BA9S;[];Proporcionar luz de señalización o iluminación;Bombilla LED BA9S;bombilla, LED, iluminación;Ninguno visible;False
bombillo-led-t5-cambios-blanco-1152.jpg;False;repuesto_moto;0.5;No se puede determinar;Desconocido;Desconocido;Desconocido;Imagen muy borrosa y poco clara;No se puede determinar;[];No se puede determinar;No se puede determinar;borroso, indeterminado;Ninguno visible;False
bombillo-led-t5.jpg;True;repuesto_moto;0.95;Bombilla LED para velocímetro;Bombilla;Iluminación;Instrumentos;Pequeña bombilla LED con base de 5 mm, color blanco con extremo amarillo;Compatible con diferentes modelos de motocicletas que usan bombillas similares para el panel de instrumentos;[];Proporciona iluminación al panel de instrumentos o velocímetro;Bombilla LED para velocímetro;bombilla LED, velocímetro, iluminación, repuesto;No se observan códigos visibles;False
bombillo-led-tipo-bayoneta.jpg;True;repuesto_moto;0.95;Bombilla LED T10;Iluminación;Sistema Eléctrico;Iluminación;Bombilla LED de forma cónica con varias fuentes de luz LED en los lados y en el extremo.;Motos con casquillo T10 para luces auxiliares;[];Provee iluminación eficiente y de bajo consumo;Bombilla LED T10;LED, bombilla, iluminación, T10;Ninguno visible;False
bombillo-piloto-led-ba9s.jpg;True;repuesto_moto;0.95;Bombilla LED BA9S;Iluminación;Eléctrico;Luces;Bombillas LED con base metálica tipo bayoneta;Motos con portalámparas BA9S;[];Se utiliza para iluminación en luces de posición o tablero;Bombilla LED BA9S;bombilla, LED, iluminación;Sin textos visibles;False
bombillo-piloto-led-blanco.jpg;True;repuesto_moto;0.9;bombillo-piloto-led-blanco;bombillo-piloto-led-blanco;General;;;;[];;bombillo-piloto-led-blanco;;;False
boton-de-arranque.jpg;True;repuesto_moto;0.95;Interruptor de arranque;Interruptor;Sistema eléctrico;Encendido;Caja negra con botón amarillo marcado con un símbolo eléctrico;Modelos universales con sistema de arranque eléctrico;[];Permite iniciar el encendido del motor;Interruptor de arranque;interruptor, arranque, eléctrico;Símbolo eléctrico visible;False
boton-encendidoluz-akt-jialing-t115.jpg;True;repuesto_moto;0.95;Interruptor de luces;Interruptor;Sistema eléctrico;Iluminación;Interruptor rectangular negro con símbolos de luz en la parte superior;Motos universales con sistema eléctrico compatible;[];Permite activar y desactivar las luces de la moto;Interruptor de luces;interruptor, luces, eléctrico;Símbolos de luces;False
boton-starte-grande-jialing-um.jpg;True;repuesto_moto;0.95;Interruptor de luz de emergencia;Interruptor;Sistema eléctrico;Iluminación;Interruptor negro con símbolo de luz de emergencia;Universal para motos con sistema de iluminación estándar;[];Activa las luces de emergencia;Interruptor de luz de emergencia;interruptor, luz de emergencia, eléctrico;Ninguno visible;False
boxer-bm100-classic.jpg;True;repuesto_moto;0.95;Perno de rueda;Tornillo;Chasis;Rueda;Perno metálico con cabeza hexagonal y rosca;Varias motos, común en modelos estándar;[];Fijar la rueda al eje;Perno de rueda;perno, rueda, tornillo;No se observan códigos visibles;False
boxer-ct-platino.jpg;True;repuesto_moto;0.95;Guía de cadena;Guía de cadena;Transmisión;Cadena de transmisión;Componente alargado de material resistente;Motos con transmisión por cadena;[];Guía y estabiliza la cadena de transmisión;Guía de cadena;cadena, guía, transmisión, motocicleta;Ninguno visible;False
brazo-tensor-cadenilla-c70-c90-cd-biz.jpg;True;repuesto_moto;0.95;Leva de freno;Sistema de frenos;Frenos;Mecánico;Dos piezas metálicas con orificios.;Motos de disco simple;[];Transmitir presión al freno;Leva de freno;leva, freno, motocicleta;No hay códigos visibles;False
brida-de-escape-de-dos-puertos.jpg;True;repuesto_moto;0.95;Junta de Escape Doble;Junta de Escape;Sistema de Escape;Conexiones de Escape;Placa metálica con dos aberturas circulares y un orificio de fijación;Modelos de motos con sistema de escape doble;[];Sella y conecta el escape al motor;Junta de Escape Doble;junta, escape, doble, conexión;Ninguno;False
brocas-hexagonales-8mm.jpg;True;repuesto_moto;0.9;brocas-hexagonales-8mm;brocas-hexagonales-8mm;General;;;;[];;brocas-hexagonales-8mm;;;False
buje-de-caucho-para-amortiguador-12mm.jpg;True;repuesto_moto;0.95;Cojinete de goma;Silentblock;Chasis;Suspensión;Cilindro de goma con núcleo de metal;Motos de diversas marcas con sistemas de suspensión similares;[];Absorbe vibraciones y reduce el ruido;Cojinete de goma;suspensión, silentblock, goma, cojinete;No hay códigos visibles;False
buje-de-goma-1.jpg;True;repuesto_moto;0.95;Buje de goma;Buje;Suspensión;Amortiguación;Anillo de goma resistente;Uso común en varias marcas de motos;[];Absorber vibraciones y proporcionar soporte;Buje de goma;buje, goma, suspensión, amortiguación;Ninguno visible;False
buje-de-goma-con-inserto-metalico.jpg;True;repuesto_moto;0.95;Buje de goma;Buje;Suspensión;Amortiguación;Cuerpo cilíndrico de goma con inserciones metálicas;Variantes estándar de motocicletas;[];Absorber vibraciones y proteger componentes de suspensión;Buje de goma;buje, goma, suspensión;No se observan códigos visibles;False
buje-de-goma-para-amortiguador-10mm-x4pcs.jpg;True;repuesto_moto;0.95;Buje o bushing;Suspensión;Chasis;Suspensión;Cilindro negro con un inserto metálico en su interior;Motos de carretera o scooters;[];Reduce la vibración y el desgaste entre las partes móviles;Buje o bushing;bushing, suspensión, chasis;No se observan códigos visibles;False
buje-de-goma-para-amortiguador-10mm.jpg;True;repuesto_moto;0.95;Buje de goma;Buje;Suspensión;Amortiguación;Cilindro de goma con orificio central metálico;Modelos de moto con suspensiones que usan bujes de goma;[];Absorber vibraciones y permitir el movimiento relativo controlado entre las partes;Buje de goma;buje, goma, suspensión;No se observan códigos visibles;False
buje-de-goma-para-amortiguador.jpg;True;repuesto_moto;0.95;Pesas variador;Variador de transmisión;Transmisión;CVT (Transmisión variable continua);Juego de pesas de color negro con forma específica;Scooters automáticas;[];Ajustan la relación de transmisión en el variador;Pesas variador;variador, CVT, transmisión, pesas;YJJX;False
buje-de-goma.jpg;True;repuesto_moto;0.95;Silentblock;Soporte de goma;Chasis;Suspensión;Cilindro de goma con orificio central;Universal para motocicletas que requieren reducción de vibraciones;[];Absorber vibraciones y ruidos;Silentblock;silentblock, goma, vibración;Ninguno visible;False
buje-porta-catalina.jpg;True;repuesto_moto;0.95;Válvula de purga;Válvula;Sistema de escape;Escape;Cuerpo metálico cilíndrico con rosca y hexágono. Acompañado de una tuerca.;Motos estándar con sistema de escape roscado;[];Permite la salida controlada de gases o líquidos.;Válvula de purga;válvula, escape, purga;Ninguno visible;False
bujer-porta-catalina.jpg;False;repuesto_moto;0.95;Embolo de bomba hidráulica;Embolo;Hidráulico;Bomba;Cuerpo metálico cilíndrico con rosca y reborde hexagonal;Sistemas hidráulicos varios;[];Conduce el fluido en una bomba hidráulica;Embolo de bomba hidráulica;hidráulico, bomba;No se observan códigos visibles;False
bujes-de-amortiguador-10mm-x4pcs.jpg;True;repuesto_moto;0.95;Rodillos de variador;Variador;Transmisión;CVT (Transmisión Variable Continua);Cilindros pequeños de metal, aspecto liso brillante;Scooters con transmisión automática CVT;[];Permiten el cambio de la relación de transmisión modificando la posición de las poleas;Rodillos de variador;rodillos, variador, CVT, transmisión;Ninguno visible;False
bujes-de-amortiguadores-de-rueda-trasera.jpg;True;repuesto_moto;0.95;Cojinetes de goma;Damper;Transmisión;Reducción de Vibración;Piezas triangulares negras de goma con protuberancias;Scooters o motos pequeñas;[];Amortiguar vibraciones en la transmisión;Cojinetes de goma;damper, goma, amortiguador;No se observan códigos visibles;False
bujes-de-caucho-amortiguadores-de-rueda-trasera.jpg;True;repuesto_moto;0.95;Amortiguador de goma;Acoplamiento elástico;Transmisión;Caja de cambios;Conjunto de piezas de goma con forma triangular unidas en círculo;Generalmente usado en motos con embrague centrífugo;[];Amortiguar las vibraciones entre el motor y el sistema de transmisión;Amortiguador de goma;amortiguador, goma, acoplamiento;No hay códigos visibles;False
bujes-de-caucho-para-amortiguador-de-10-mm.jpg;True;repuesto_moto;0.9;bujes-de-caucho-para-amortiguador-de-10-mm;bujes-de-caucho-para-amortiguador-de-10-mm;General;;;;[];;bujes-de-caucho-para-amortiguador-de-10-mm;;;False
bujes-de-goma-1.jpg;True;repuesto_moto;0.95;Arandela de caucho;Arandela;Suspensión;Amortiguación;Circular, de goma, con orificio central;Amortiguadores de motos genéricas;[];Amortiguar y reducir vibraciones;Arandela de caucho;arandela, goma, amortiguador;N/A;False
bujes-de-goma-2.jpg;True;repuesto_moto;0.95;Arandelas de goma;Aislantes;Chasis;Fijación;Arandelas circulares de goma con orificios centrales;Generalmente compatibles con múltiples modelos por su función genérica;[];Para amortiguar y reducir vibraciones en puntos de unión;Arandelas de goma;arandela, goma, aislante, amortiguador;No se observan códigos visibles;False
bujes-de-goma-con-inserto-metalico-de-12mm.jpg;True;repuesto_moto;0.95;Buje de goma;Buje antivibración;Chasis;Suspensión;Cilindro de goma con inserto metálico;Universal para varias motocicletas;[];Absorber vibraciones y impactos;Buje de goma;buje, goma, suspensión;Ningún texto visible;False
bujes-de-goma.jpg;True;repuesto_moto;0.9;bujes-de-goma;bujes-de-goma;General;;;;[];;bujes-de-goma;;;False
bujes-para-amortiguadores.jpg;True;repuesto_moto;0.95;Buje de goma para amortiguador;Buje;Suspensión;Amortiguación;Buje de goma con inserto metálico;Motocicletas de pequeña y mediana cilindrada;[];Absorber vibraciones y mejorar la suspensión;Buje de goma para amortiguador;buje, goma, suspensión, amortiguador;motoresmexico.mx;False
bujes-separadores-de-carcasa.jpg;True;repuesto_moto;0.95;Casquillo de válvula;Casquillo;Motor;Sistema de válvulas;Cilíndricos, metálicos, pequeños;Motos con válvulas de tamaño compatible;[];Permite el movimiento suave de las válvulas en el motor;Casquillo de válvula;casquillo, válvula, motor;Ninguno visible;False
bujia-1-1.jpg;True;repuesto_moto;0.95;Bujía;Bujía de encendido;Motor;Encendido;Bujía de encendido con aislante cerámico y terminal de metal, empaquetada en caja amarilla con logo 'JAPAN RACER'.;Motos de combustión estándar que utilicen bujías convencionales;[];Proporciona la chispa para encender la mezcla de aire y combustible en el motor.;Bujía;bujía, encendido, motor;JAPAN RACER;False
bujia-1.jpg;True;repuesto_moto;0.95;Bujía;Bujía;Sistema de ignición;Encendido;Cilíndrica, conector metálico, aislante cerámico blanco;Motos de baja a media cilindrada;[];Generar chispa para la ignición de la mezcla de aire y combustible;Bujía;bujía, ignición, encendido;Código 7TC visible;False
bujia-2.jpg;True;repuesto_moto;0.95;Bujía;Encendido;Motor;Sistema de encendido;Bujía con terminal metálico y cuerpo cerámico;Motos de combustión interna;[];Proporcionar chispa para la combustión;Bujía;bujía, encendido, motor;Spark Plug, CP7HSA;False
bujia-3-1.jpg;True;repuesto_moto;0.95;Bujía;Bujía de encendido;Motor;Encendido;Bujía metálica con cuerpo roscado y electrodo central, marca visible;Motos de pequeña a mediana cilindrada;[];Permite la ignición de la mezcla de aire y combustible en el motor;Bujía;bujía, encendido, repuestos, motor;JAPANI RACER;False
bujia-3.jpg;True;repuesto_moto;0.95;Bujía de encendido;Bujía;Sistema de encendido;Encendido;Cuerpo metálico con parte aislante blanca y terminal de encendido;Motos de combustión interna de pequeño y mediano cilindraje;[];Generar chispa para encender la mezcla de aire y combustible;Bujía de encendido;bujía, encendido, motor;Códigos visibles parcialmente;False
bujia-4.jpg;True;repuesto_moto;0.95;Bujía;Sistema de Encendido;Motor;Encendido;Cuerpo metálico con aislante cerámico y electrodo en la punta.;Motos compatibles sugeridas: varias modelos de motocicletas con motores de combustión interna.;[];Produce la chispa para la combustión dentro del motor.;Bujía;bujía, encendido, motor, chispa;Codigos visibles;False
bujia-de-encendido.jpg;True;repuesto_moto;0.95;Bujía de encendido;Bujía;Motor;Encendido;Cajas de bujías NGK con distintos modelos y números de stock visibles;Modelos de motos que usan las bujías especificadas por NGK;[];Proporcionar la chispa necesaria para encender la mezcla de aire y combustible;Bujía de encendido;bujía, encendido, motor, NGK;C7HSA, D8EA, B7HS, BM6A, B7ES;False
bujia-de-iridio-d8tc.jpg;True;repuesto_moto;0.9;bujia-de-iridio-d8tc;bujia-de-iridio-d8tc;General;;;;[];;bujia-de-iridio-d8tc;;;False
bujia.jpg;True;repuesto_moto;0.95;Bujía;Bujía;Sistema de encendido;Encendido;Bujía con cuerpo metálico y aislante de cerámica blanca.;Motos de gasolina con motores de combustión interna;[];Produce la chispa que enciende la mezcla de aire y combustible;Bujía;bujía, encendido, motor;Spark Plug;False
bujias-1.jpg;False;repuesto_moto;0.95;Bujía;Sistema de encendido;Motor;Encendido;Caja amarilla con logos NGK y especificaciones de bujías;Modelos compatibles según código de bujía;[];Proporciona la chispa para encender la mezcla de combustible y aire en el motor;Bujía;bujía, encendido, NGK;C7HSA, D8EA, B7HS, BM6A, B7ES;False
bujias.jpg;True;repuesto_moto;0.95;Bujía de encendido;Sistema de encendido;Motor;Encendido;Cuerpo metálico con aislamiento cerámico y electrodos expuestos;Motos con motores de combustión interna de 2 o 4 tiempos;[];Iniciar la combustión de la mezcla aire-combustible en el motor;Bujía de encendido;bujía, encendido, motor, repuesto;Codigos visibles;False
bushing-de-suspension.jpg;True;repuesto_moto;0.95;Buje de goma;Buje de goma;Suspensión;Amortiguación;Cilíndrico, material de goma, color oscuro;Marcas comunes con sistemas de amortiguación;[];Amortigua vibraciones y choques;Buje de goma;buje, goma, suspensión;Ninguno visible;False
bws-125-1970.jpg;True;repuesto_moto;0.95;Válvula de motor;Válvula;Motor;Culata;Dos válvulas cilíndricas metálicas, una más corta que la otra;Motos con motores de combustión interna;[];Controlar el flujo de entrada o salida de gases en el motor;Válvula de motor;válvulas, motor, culata;Ninguno visible;False
bws125.jpg;True;repuesto_moto;0.95;Conjunto de luces traseras LED;Luces traseras;Sistema eléctrico;Iluminación;Doble lente con luces rojas y amarillas, diseño compacto;Modelos universales o personalizados;[];Provee iluminación trasera para visibilidad y señalización;Conjunto de luces traseras LED;luces LED, traseras, señalización;No hay códigos visibles;False
cable-de-acelerador-trenzado.jpg;True;repuesto_moto;0.95;Cable de embrague;Cableado;Control;Transmisión;Cable metálico con un extremo de tope esférico;Motos estándar con embrague manual;[];Permite accionar el embrague;Cable de embrague;cable, embrague, control, transmisión;Ninguno visible;False
cable-de-acelerador.jpg;True;repuesto_moto;0.9;cable-de-acelerador;cable-de-acelerador;General;;;;[];;cable-de-acelerador;;;False
cable-de-bujia.jpg;True;repuesto_moto;0.95;Pipa de bujía;Sistema de encendido;Eléctrico;Encendido;Pieza alargada y curva, generalmente de goma, para conexión de bujía.;Variedad de motocicletas con motor de encendido por chispa;[];Conecta la bujía del motor al cable de alta tensión;Pipa de bujía;pipa, bujía, encendido, eléctrico;No se observan códigos visibles;False
cable-de-control-trenzado.jpg;True;repuesto_moto;0.9;cable-de-control-trenzado;cable-de-control-trenzado;General;;;;[];;cable-de-control-trenzado;;;False
cable-de-embrague-trenzado.jpg;True;repuesto_moto;0.9;cable-de-embrague-trenzado;cable-de-embrague-trenzado;General;;;;[];;cable-de-embrague-trenzado;;;False
cable-de-embrague.jpg;True;repuesto_moto;0.95;Cable de acelerador;Cable;Control;Aceleración;Cable metálico con terminales;Compatible con la mayoría de motos estándar;[];Transmitir el movimiento del acelerador;Cable de acelerador;cable_acelerador, control_aceleracion, repuesto;Ninguno visible;False
cable-de-freno-1.jpg;True;repuesto_moto;0.9;cable-de-freno-1;cable-de-freno-1;General;;;;[];;cable-de-freno-1;;;False
cable-de-freno.jpg;False;repuesto_moto;0.95;Cable de Control;Cableado;Frenos;Control de Freno;Cables con terminales metálicos;Motos universales con frenos de cables;[];Transmitir la fuerza desde el control del conductor al sistema de frenos;Cable de Control;cable, control, frenos;Ninguno visible;False
cachucha-de-bujia.jpg;True;repuesto_moto;0.95;Capuchón de bujía;Sistema de ignición;Encendido;Bujías;Capuchón de goma o silicona de forma angular;Modelos comunes de motocicletas estándar;[];Aislar y proteger la conexión de la bujía;Capuchón de bujía;capuchón, bujía, encendido;Ninguno visible;False
cadena-de-distribucion-1.jpg;True;repuesto_moto;0.9;cadena-de-distribucion-1;cadena-de-distribucion-1;General;;;;[];;cadena-de-distribucion-1;;;False
cadena-de-distribucion-2.jpg;True;repuesto_moto;0.9;cadena-de-distribucion-2;cadena-de-distribucion-2;General;;;;[];;cadena-de-distribucion-2;;;False
cadena-de-distribucion-25h-98l.jpg;True;repuesto_moto;0.95;Cadena de transmisión;Cadena;Transmisión;Cadena y Coronas;Cadena metálica con eslabones múltiples;Motos de baja a media cilindrada;[];Transmite potencia del motor a la rueda trasera;Cadena de transmisión;cadena, transmisión, repuesto;No hay códigos visibles;False
cadena-de-distribucion.jpg;True;repuesto_moto;0.95;Cadena de transmisión;Transmisión;Sistema de transmisión;Secundario;Sistema completo de cadena y piñones de transmisión;Modelos de motos con transmisión manual;[];Transfiere la potencia del motor a la rueda trasera;Cadena de transmisión;cadena, piñón, transmisión, moto;No se observan códigos visibles;False
cadena-de-mecanismo-de-motor-did-25h.jpg;True;repuesto_moto;0.95;Cadena de mecanismo de motor;Cadena;Transmisión;Mecanismo de motor;Empaque amarillo y negro con texto D.I.D 25H;Modelos compatibles con cadena 25H;[];Transmitir movimiento dentro del motor;Cadena de mecanismo de motor;cadena, transmisión, DID;DID25H, Made in Japan;False
cadena-de-transmision-1.jpg;True;repuesto_moto;0.95;Cadena de transmisión;Transmisión;Sistema de transmisión;Cadena de transmisión;Cadena metálica unida a corona de motocicleta;Motos estándar que utilizan transmisión por cadena;[];Transmite el movimiento del motor a la rueda trasera;Cadena de transmisión;cadena, transmisión, moto;No se observan códigos visibles;False
cadena-de-transmision-2.jpg;True;repuesto_moto;0.9;cadena-de-transmision-2;cadena-de-transmision-2;General;;;;[];;cadena-de-transmision-2;;;False
cadena-de-transmision-3.jpg;True;repuesto_moto;0.95;Cadena de transmisión;Transmisión;Tren de transmisión;Cadena y engranajes;Cadena con engranajes en vista explosiva;Motos con transmisión por cadena;[];Transfiere el movimiento del motor a la rueda trasera;Cadena de transmisión;cadena, engranaje, transmisión;No aplicable;False
cadena-de-transmision-4.jpg;True;repuesto_moto;0.95;Cadena de transmisión;Cadena;Transmisión;Cadena de transmisión;Cadena metálica formada por eslabones;Motos de diferentes cilindradas con transmisión por cadena;[];Transmite el movimiento del motor a la rueda trasera;Cadena de transmisión;cadena, transmisión, eslabón;N/A;False
cadena-de-transmision-con-eslabon-de-cierre.jpg;True;repuesto_moto;0.95;Cadena de transmisión;Cadena;Transmisión;Transmisión secundaria;Cadena de eslabones con eslabón de cierre;Motos de tipo estándar con transmisión por cadena;[];Transfiere la potencia del motor a la rueda trasera;Cadena de transmisión;cadena, transmisión, eslabón;Ninguna visible;False
cadena-de-transmision-de-motocicleta.jpg;True;repuesto_moto;0.95;Cadena de transmisión;Transmisión;Transmisión;Cadena y piñones;Diagrama de una cadena de transmisión con piñones y componentes de montaje.;Motos de baja a media cilindrada;[];Transmite la potencia del motor a la rueda trasera.;Cadena de transmisión;cadena, transmisión, piñón;N/A;False
cadena-de-transmision-para-moto (2).jpg;True;repuesto_moto;0.9;cadena-de-transmision-para-moto (2);cadena-de-transmision-para-moto;General;;;;[];;cadena-de-transmision-para-moto (2);;;False
cadena-de-transmision-para-moto.jpg;True;repuesto_moto;0.95;Kit de Transmisión;Cadena de Transmisión, Rodamientos y Tensor;Transmisión;Secundaria;Cadena metálica, ruedas tensoras y soporte metálico;Motos de cilindrada pequeña y media;[];Transmite el movimiento del motor a la rueda trasera;Kit de Transmisión;cadena, transmisión, tensor;Ninguno observable;False
cadena-de-transmision.jpg;True;repuesto_moto;0.95;Cadena de transmisión;Sistema de transmisión;Transmisión;Cadena;Cadena metálica con eslabones conectados;Motos de baja a media cilindrada;[];Transfiere la potencia del motor a la rueda trasera;Cadena de transmisión;cadena, transmisión, motocicleta;Ningún código visible;False
cadena-did-25h.jpg;True;repuesto_moto;0.95;Cadena de mecanismo de motor DID25H;Cadena;Transmisión;Cadena de distribución;Cadena de mecanismo DID, fabricada en Japón;Motocicletas compatibles con cadenas DID25H;[];Transmite el movimiento dentro del motor;Cadena de mecanismo de motor DID25H;cadena, transmisión, DID, mecanismo;DID25H, ENGINE MECHANISM CHAIN, Made in Japan;False
cadena-para-moto-nitrox-428h-132l.jpg;True;repuesto_moto;0.95;Cadena de transmisión;Cadena;Transmisión;Cadena y piñones;"Cadena metálica con empaque que indica uso para motocicletas; marca visible.";Motos de tamaño mediano a grande;[];Transmite el movimiento del motor a la rueda trasera;Cadena de transmisión;cadena, transmisión, repuesto;Nitrox, Cadena para moto;False
cadena-para-moto-nitrox-520-104l.jpg;True;repuesto_moto;0.95;Cadena de distribución;Cadena;Transmisión;Transmisión secundaria;Cadena de color metálico con eslabones, caja con diseño y texto;Compatible con múltiples modelos de motocicletas;[];Transmite la potencia del motor a la rueda trasera;Cadena de distribución;cadena, transmisión, moto;Cadena para moto, Nitro-X (Marca visible);False
cadena-para-moto.jpg;True;repuesto_moto;0.95;Cadena para moto;Cadena;Transmisión;Tren de transmisión;Empaque de cadena para motocicleta, marca visible;Generalmente compatible con varias motocicletas;[];Transmitir potencia desde el motor a la rueda trasera;Cadena para moto;cadena, transmisión, repuesto;Cadena para moto;False
cadena-para-motos.jpg;True;repuesto_moto;0.95;Cadena de transmisión;Cadena;Transmisión;Accionamiento;Cadena metálica para motocicleta, color negro, presentación en caja de cartón;Motos que usan cadenas tipo 428H;[];Transmite el movimiento del motor a la rueda trasera;Cadena de transmisión;cadena, transmisión, motocicleta, repuesto;42BH-132;False
caja-de-fusibles.jpg;True;repuesto_moto;0.95;Conector eléctrico hembra de 2 pines;Conector;Sistema eléctrico;Arnés de cables;Conector plástico rojo, dos pines;Universal para varias marcas;[];Conectar componentes eléctricos;Conector eléctrico hembra de 2 pines;conector, eléctrico, arnés;Ninguno visible;False
calibrador-de-llaves.jpg;True;repuesto_moto;0.95;Medidor de presión de neumáticos;Medidor;Ruedas;Neumáticos;Marcaciones de presión en psi y bar;Universal para neumáticos de motocicletas;[];Medir la presión de los neumáticos;Medidor de presión de neumáticos;medidor, presión, neumático;0.75, 1.25, 2.0;False
calibrador-digital-0-150mm.jpg;False;herramienta;0.95;Calibre vernier digital;Herramienta de medición;No aplicable;No aplicable;Calibre digital con pantalla LCD, regla de medición, estuche plástico;No aplicable;[];Sirve para medir dimensiones con precisión;Calibre vernier digital;calibre, herramienta, medición;Posible marca y modelo visibles en el cuerpo;False
calibrador-vernier.jpg;False;repuesto_moto;0.95;Calibrador Vernier;Herramienta de medida;Medición;Control de calidad;Calibrador Vernier en estuche de almacenamiento;Herramienta general, no específica de motos;[];Mide dimensiones precisas;Calibrador Vernier;herramienta, calibrador, medición;No identificados;False
calidad-aa-yamaha.jpg;True;repuesto_moto;0.95;Cubierta de escape;Protector de escape;Escape;Silenciador;Cubierta metálica alargada con perforaciones para tornillos;Motos de calle y deportivas;[];Protección térmica de silenciador;Cubierta de escape;escudo térmico, protector de escape;Ninguno visible;False
caliper-de-freno-bws-125-frando.jpg;True;repuesto_moto;0.95;Pinza de freno;Sistema de frenos;Frenado;Frenos de disco;Pinza de freno de color naranja con varios orificios para montaje;Motos de calle y deportivas;[];Permite frenar la rueda mediante presión de las pastillas contra el disco;Pinza de freno;pinza, freno, disco, naranja;No se observan códigos visibles;False
caliper-de-freno.jpg;True;repuesto_moto;0.95;Pinza de freno delantera;Pinza de freno;Frenos;Hidráulico;Pinza de freno color dorado con soporte negro;Modelos de motos con freno de disco delantero;[];Permite el frenado al aplicar presión sobre el disco;Pinza de freno delantera;pinza, freno, moto, hidráulico, delantero;No se observan códigos visibles;False
capuchon-de-bujia-1.jpg;True;repuesto_moto;0.9;capuchon-de-bujia-1;capuchon-de-bujia-1;General;;;;[];;capuchon-de-bujia-1;;;False
capuchon-de-bujia-2.jpg;True;repuesto_moto;0.95;Capuchón de bujía;Sistema de encendido;Electrónico;Encendido;Pieza negra de goma o plástico con forma de ángulo recto;Motos con bujía estándar;[];Conducir la corriente eléctrica a la bujía;Capuchón de bujía;capuchón, bujía, encendido;Ninguno;False
capuchon-de-bujia-3.jpg;True;repuesto_moto;0.95;Cachucha de bujía;Sistema de encendido;Electricidad;Encendido;Terminal en forma de L con aislamiento de plástico rojo y negro;Motos de combustión interna estándar con encendido de bujía;[];Proteger y conectar el cable de encendido a la bujía;Cachucha de bujía;cachucha, bujía, encendido, terminal, moto;Ninguno visible;False
capuchon-de-bujia-4.jpg;True;repuesto_moto;0.95;Tapón de bujía;Bujía;Encendido;Eléctrico;Tapón en ángulo recto, materiales plástico y metálico, color rojo y negro;Motos de baja y media cilindrada;[];Conectar la bujía al cable de encendido;Tapón de bujía;bujía, encendido, tapón;Ninguna visible;False
capuchon-de-bujia.jpg;True;repuesto_moto;0.95;Pipa de cable de bujía;Sistema de encendido;Encendido;Chispa;Codo aislante con terminal de conexión;Universal para motos de 2 y 4 tiempos;[];Conectar el cable de alta tensión a la bujía;Pipa de cable de bujía;encendido, bujía, cable;Sin códigos visibles;False
capuchon-de-indicador-de-luces.jpg;True;repuesto_moto;0.9;capuchon-de-indicador-de-luces;capuchon-de-indicador-de-luces;General;;;;[];;capuchon-de-indicador-de-luces;;;False
carcasa-de-carenado-frontal.jpg;True;repuesto_moto;0.95;Carcasa frontal de carenado;Carenado;Chasis;Carrocería;Carcasa blanca con orificios para fijación.;Sugerida para scooters de varios modelos;[];Protege el frente de la moto y mejora aerodinámica;Carcasa frontal de carenado;carenado, carcasa, scooter;No visibles;False
carcasa-de-faro.jpg;True;repuesto_moto;0.95;Cubierta delantera;Carrocería;Carrocería y estructura;Carrocería delantera;Cubierta de plástico, color claro, forma semicircular;Modelos de scooter o motocicletas pequeñas;[];Protección y estética de la moto;Cubierta delantera;cubierta, carrocería, protección;No hay códigos visibles;False
